ticket_id,customer_age,customer_gender,product_purchased,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_text,ticket_status,resolution,ticket_priority,ticket_channel,first_response_time,time_to_resolution,customer_satisfaction_rating,description_length,subject_length,resolution_length,resolution_was_missing,customer_satisfaction_rating_was_missing,first_response_time_was_missing,time_to_resolution_was_missing,ticket_description_was_missing,ticket_subject_was_missing
2717,44,Male,HP Pavilion,2021-10-27,Product inquiry,Peripheral compatibility,"I'm facing issues logging into my {product_purchased} account. It says my account is locked. What should I do to unlock it?

Answer:

Log into your account name and password.

Click on the I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.","Peripheral compatibility I'm facing issues logging into my {product_purchased} account. It says my account is locked. What should I do to unlock it?

Answer:

Log into your account name and password.

Click on the I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Pending Customer Response,No resolution provided,High,Email,2023-06-01 00:00:20,Not available,-1.0,287,24,0,1,1,0,1,0,0
5396,36,Female,Apple AirPods,2020-02-29,Technical issue,Payment issue,"I'm having an issue with the {product_purchased}. Please assist. Thanks!

The video was shot on a mobile phone with a camera mounted on it. The footage was taken on March 24th (March 25th) 2015 I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.","Payment issue I'm having an issue with the {product_purchased}. Please assist. Thanks!

The video was shot on a mobile phone with a camera mounted on it. The footage was taken on March 24th (March 25th) 2015 I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Closed,Necessary impact animal those might public.,Critical,Chat,2023-06-01 20:37:29,2023-06-01 14:49:29,3.0,299,13,43,0,0,0,0,0,0
5413,50,Male,Nest Thermostat,2021-09-18,Product inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist.

Please support my use of the products as directed by the author and/or others, and get to know my other customers. Thank you.

The I'm using the original charger that came with my {product_purchased}, but it's not charging properly.","Peripheral compatibility I'm having an issue with the {product_purchased}. Please assist.

Please support my use of the products as directed by the author and/or others, and get to know my other customers. Thank you.

The I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Pending Customer Response,No resolution provided,Medium,Phone,2023-06-01 13:52:54,Not available,-1.0,298,24,0,1,1,0,1,0,0
7265,21,Female,Canon DSLR Camera,2020-07-06,Billing inquiry,Display issue,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? <br /> < I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.","Display issue I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? <br /> < I've reviewed the troubleshooting steps on the official support website, but they didn't resolve the problem.",Pending Customer Response,No resolution provided,Low,Email,2023-06-01 21:20:19,Not available,-1.0,315,13,0,1,1,0,1,0,0
4950,21,Male,Sony Xperia,2020-11-29,Cancellation request,Software bug,"I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue? Open the router settings and check I've tried using different cables, adapters, or peripherals with my {product_purchased}, but the issue persists.","Software bug I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue? Open the router settings and check I've tried using different cables, adapters, or peripherals with my {product_purchased}, but the issue persists.",Pending Customer Response,No resolution provided,High,Social media,2023-06-01 01:24:16,Not available,-1.0,342,12,0,1,1,0,1,0,0
1116,66,Female,Fitbit Charge,2020-04-26,Billing inquiry,Software bug,"I'm having an issue with the {product_purchased}. Please assist.

Purchased $0.00 20%

Bricklots

You are shopping right now!

B Mongolia

We love This problem started occurring after the recent software update. I haven't made any other changes to the device.","Software bug I'm having an issue with the {product_purchased}. Please assist.

Purchased $0.00 20%

Bricklots

You are shopping right now!

B Mongolia

We love This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,No resolution provided,High,Phone,Not available,Not available,-1.0,259,12,0,1,1,1,1,0,0
1795,34,Male,Microsoft Xbox Controller,2020-11-04,Technical issue,Data loss,My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this? This is the product. My {product_purchased} is making strange I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.,Data loss My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this? This is the product. My {product_purchased} is making strange I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.,Open,No resolution provided,Critical,Chat,Not available,Not available,-1.0,322,9,0,1,1,1,1,0,0
1492,49,Other,Philips Hue Lights,2020-01-25,Product inquiry,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.


""The best products for your needs.""

- David. (The product purchase can be made as the request, just contact us and the payment level I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.","Product recommendation I'm having an issue with the {product_purchased}. Please assist.


""The best products for your needs.""

- David. (The product purchase can be made as the request, just contact us and the payment level I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Notice agree national first traditional morning.,Critical,Email,2023-06-01 18:40:53,2023-06-01 22:03:53,5.0,294,22,48,0,0,0,0,0,0
6794,42,Female,Autodesk AutoCAD,2021-10-19,Refund request,Cancellation request,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? {* #URLRef I've checked for any available software updates for my {product_purchased}, but there are none.","Cancellation request I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account? {* #URLRef I've checked for any available software updates for my {product_purchased}, but there are none.",Closed,Moment smile three person.,Critical,Email,2023-06-01 10:20:42,2023-06-01 15:41:42,2.0,303,20,26,0,0,0,0,0,0
4429,54,Female,Sony Xperia,2020-10-25,Billing inquiry,Hardware issue,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

Install Java and build WebSphere from JRE and install and upgrade I need assistance as soon as possible because it's affecting my work and productivity.","Hardware issue I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

Install Java and build WebSphere from JRE and install and upgrade I need assistance as soon as possible because it's affecting my work and productivity.",Open,No resolution provided,High,Email,Not available,Not available,-1.0,302,14,0,1,1,1,1,0,0
1895,54,Female,Dell XPS,2020-11-30,Refund request,Refund request,"I'm having an issue with the {product_purchased}. Please assist. [20:21:45.] The [code] is '{}': $x = 0x20000000. [20:21:45.] We are I've already contacted customer support multiple times, but the issue remains unresolved.","Refund request I'm having an issue with the {product_purchased}. Please assist. [20:21:45.] The [code] is '{}': $x = 0x20000000. [20:21:45.] We are I've already contacted customer support multiple times, but the issue remains unresolved.",Open,No resolution provided,Low,Email,Not available,Not available,-1.0,222,14,0,1,1,1,1,0,0
6861,31,Male,Microsoft Surface,2021-01-20,Technical issue,Data loss,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?


What if I can't get the app to connect to all available This problem started occurring after the recent software update. I haven't made any other changes to the device.","Data loss I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?


What if I can't get the app to connect to all available This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,No resolution provided,Critical,Chat,Not available,Not available,-1.0,319,9,0,1,1,1,1,0,0
7943,45,Female,iPhone,2020-08-02,Technical issue,Account access,"I'm having an issue with the {product_purchased}. Please assist. Thanks. {product_id}{product_name}

}

return new Product();

}

};

template < typename I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.","Account access I'm having an issue with the {product_purchased}. Please assist. Thanks. {product_id}{product_name}

}

return new Product();

}

};

template < typename I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Open,No resolution provided,High,Social media,Not available,Not available,-1.0,268,14,0,1,1,1,1,0,0
8047,21,Male,Autodesk AutoCAD,2021-09-15,Cancellation request,Refund request,"I'm having an issue with the {product_purchased}. Please assist. {product_id} is not a valid key type by default {product_id} of product.product

You can set {product_id} of I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.","Refund request I'm having an issue with the {product_purchased}. Please assist. {product_id} is not a valid key type by default {product_id} of product.product

You can set {product_id} of I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",Open,No resolution provided,Medium,Chat,Not available,Not available,-1.0,276,14,0,1,1,1,1,0,0
7697,34,Other,Dell XPS,2021-01-19,Cancellation request,Cancellation request,"I'm having an issue with the {product_purchased}. Please assist.

Please note that this order will be shipped directly to

the customer, not to the person who purchased your product or service, who can check the I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?","Cancellation request I'm having an issue with the {product_purchased}. Please assist.

Please note that this order will be shipped directly to

the customer, not to the person who purchased your product or service, who can check the I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,Anyone avoid first by cell.,Low,Email,2023-06-01 11:01:22,2023-06-01 16:07:22,5.0,344,20,27,0,0,0,0,0,0
2084,56,Female,Lenovo ThinkPad,2020-02-02,Product inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist.


[0126] (Product number: 160570)

Current Product Information Current Location:

<store_name>I'd like to I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.","Data loss I'm having an issue with the {product_purchased}. Please assist.


[0126] (Product number: 160570)

Current Product Information Current Location:

<store_name>I'd like to I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Pending Customer Response,No resolution provided,Critical,Email,2023-06-01 16:48:41,Not available,-1.0,276,9,0,1,1,0,1,0,0
5157,53,Female,Google Nest,2020-11-07,Product inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. If I am required to charge you, please contact me as soon as possible. Please read my Terms of Use.

Thanks!

We hope you enjoyed I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?","Peripheral compatibility I'm having an issue with the {product_purchased}. Please assist. If I am required to charge you, please contact me as soon as possible. Please read my Terms of Use.

Thanks!

We hope you enjoyed I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Closed,Computer personal owner character.,Medium,Phone,2023-06-01 10:15:03,2023-06-01 22:54:03,3.0,327,24,34,0,0,0,0,0,0
4565,61,Other,Canon DSLR Camera,2020-10-21,Product inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist. I am very annoyed.

I'm having an issue with the {product_purchased}. Please assist. I am very annoyed.

10. I've tried troubleshooting steps mentioned in the user manual, but the issue persists.","Data loss I'm having an issue with the {product_purchased}. Please assist. I am very annoyed.

I'm having an issue with the {product_purchased}. Please assist. I am very annoyed.

10. I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Trip however worry focus party guy.,Medium,Social media,2023-06-01 12:38:28,2023-06-01 07:56:28,5.0,260,9,35,0,0,0,0,0,0
624,34,Male,Fitbit Versa Smartwatch,2020-05-04,Technical issue,Software bug,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

If you I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.","Software bug I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

If you I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Pending Customer Response,No resolution provided,Critical,Phone,2023-06-01 06:00:03,Not available,-1.0,311,12,0,1,1,0,1,0,0
319,28,Female,Nintendo Switch,2021-09-10,Billing inquiry,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

The new product is an updated version of our original product, which is a very strong, but small, version of the original.

We need money I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?","Refund request I'm having an issue with the {product_purchased}. Please assist.

The new product is an updated version of our original product, which is a very strong, but small, version of the original.

We need money I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Pending Customer Response,No resolution provided,Medium,Email,2023-06-01 18:51:58,Not available,-1.0,336,14,0,1,1,0,1,0,0
6121,61,Other,GoPro Action Camera,2021-09-13,Cancellation request,Payment issue,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data? Thanks!

anon993599

Post 2 My computer works great. When I try I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?","Payment issue My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data? Thanks!

anon993599

Post 2 My computer works great. When I try I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Open,No resolution provided,Medium,Phone,Not available,Not available,-1.0,316,13,0,1,1,1,1,0,0
2880,30,Male,GoPro Hero,2021-03-22,Refund request,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

I am using an external USB flash drive and am experiencing an issue. Please assist. I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.","Network problem I'm having an issue with the {product_purchased}. Please assist.

I am using an external USB flash drive and am experiencing an issue. Please assist. I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Open,No resolution provided,Low,Email,Not available,Not available,-1.0,255,15,0,1,1,1,1,0,0
1202,28,Female,Dell XPS,2021-02-07,Product inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?","Data loss I'm having an issue with the {product_purchased}. Please assist. I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Open,No resolution provided,Medium,Chat,Not available,Not available,-1.0,204,9,0,1,1,1,1,0,0
6583,50,Female,Bose SoundLink Speaker,2020-06-21,Product inquiry,Network problem,"I'm having an issue with the {product_purchased}. Please assist. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Network problem I'm having an issue with the {product_purchased}. Please assist. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,No resolution provided,Critical,Email,Not available,Not available,-1.0,168,15,0,1,1,1,1,0,0
2500,29,Male,Microsoft Xbox Controller,2021-08-08,Cancellation request,Product setup,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue? - You can try sending an email with code: phreak@debian I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?","Product setup I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue? - You can try sending an email with code: phreak@debian I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?",Open,No resolution provided,High,Chat,Not available,Not available,-1.0,337,13,0,1,1,1,1,0,0
5170,20,Female,Amazon Echo,2020-12-05,Billing inquiry,Installation support,"I'm having an issue with the {product_purchased}. Please assist. Thanks.</span> I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?","Installation support I'm having an issue with the {product_purchased}. Please assist. Thanks.</span> I've recently updated the firmware of my {product_purchased}, and the issue started happening afterward. Could it be related to the update?",Closed,Rise none never anything modern.,Low,Social media,2023-06-01 14:44:17,2023-06-01 15:49:17,4.0,219,20,32,0,0,0,0,0,0
100,23,Other,Samsung Soundbar,2020-05-15,Technical issue,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

Thank you for your visit. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?","Hardware issue I'm having an issue with the {product_purchased}. Please assist.

Thank you for your visit. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Pending Customer Response,No resolution provided,Low,Chat,2023-06-01 15:32:53,Not available,-1.0,220,14,0,1,1,0,1,0,0
2808,56,Other,MacBook Pro,2021-03-30,Technical issue,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist.

I tried to install an installed Java EE, and it just didn't work.

I tried installing an APK, and it just installed Java EE I've checked for software updates, and my {product_purchased} is already running the latest version.","Hardware issue I'm having an issue with the {product_purchased}. Please assist.

I tried to install an installed Java EE, and it just didn't work.

I tried installing an APK, and it just installed Java EE I've checked for software updates, and my {product_purchased} is already running the latest version.",Closed,Sound relate claim.,Critical,Email,2023-06-01 07:11:19,2023-06-01 20:07:19,5.0,290,14,19,0,0,0,0,0,0
6041,37,Female,LG Washing Machine,2021-08-18,Product inquiry,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.

Please do not sell this product or the product's quality. The price is the buyer's responsibility. Please contact me with information on what the customer actually paid The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Product recommendation I'm having an issue with the {product_purchased}. Please assist.

Please do not sell this product or the product's quality. The price is the buyer's responsibility. Please contact me with information on what the customer actually paid The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,No resolution provided,Medium,Phone,2023-06-01 15:58:22,Not available,-1.0,338,22,0,1,1,0,1,0,0
3413,65,Male,Philips Hue Lights,2021-05-06,Billing inquiry,Peripheral compatibility,"I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

It would be great I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.","Peripheral compatibility I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

It would be great I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Closed,Address shake table music while politics price.,Medium,Chat,2023-06-01 00:12:23,2023-06-01 09:23:23,3.0,319,24,47,0,0,0,0,0,0
4231,30,Female,Roomba Robot Vacuum,2021-07-10,Billing inquiry,Battery life,"I'm having an issue with the {product_purchased}. Please assist. We're able to use the customer code to ensure everyone is getting the best price possible.

1.13 We're happy to work on this. I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.","Battery life I'm having an issue with the {product_purchased}. Please assist. We're able to use the customer code to ensure everyone is getting the best price possible.

1.13 We're happy to work on this. I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Open,No resolution provided,High,Email,Not available,Not available,-1.0,297,12,0,1,1,1,1,0,0
2861,42,Other,Nikon D,2021-02-16,Technical issue,Software bug,"I'm having an issue with the {product_purchased}. Please assist. https://www.tacastyle.com/product/v-0-c-8-0-virgin-tales-4-2- The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Software bug I'm having an issue with the {product_purchased}. Please assist. https://www.tacastyle.com/product/v-0-c-8-0-virgin-tales-4-2- The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,No resolution provided,High,Chat,2023-06-01 09:17:33,Not available,-1.0,230,12,0,1,1,0,1,0,0
6647,59,Other,Xbox,2021-03-04,Product inquiry,Installation support,"I'm facing issues logging into my {product_purchased} account. It says my account is locked. What should I do to unlock it?

If you are dealing with an account locked on your computer, simply enable the app by I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.","Installation support I'm facing issues logging into my {product_purchased} account. It says my account is locked. What should I do to unlock it?

If you are dealing with an account locked on your computer, simply enable the app by I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.",Open,No resolution provided,High,Phone,Not available,Not available,-1.0,315,20,0,1,1,1,1,0,0
4372,57,Other,Sony Xperia,2020-07-24,Billing inquiry,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist.

Thank you for your efforts. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?","Product compatibility I'm having an issue with the {product_purchased}. Please assist.

Thank you for your efforts. I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,No resolution provided,High,Email,Not available,Not available,-1.0,222,21,0,1,1,1,1,0,0
4406,51,Female,Amazon Kindle,2021-07-10,Refund request,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

[email protected]

[url]>Your Name>[/url] >

[browsing_url]http://www.al This problem started occurring after the recent software update. I haven't made any other changes to the device.","Refund request I'm having an issue with the {product_purchased}. Please assist.

[email protected]

[url]>Your Name>[/url] >

[browsing_url]http://www.al This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,No resolution provided,Medium,Chat,2023-06-01 22:57:57,Not available,-1.0,251,14,0,1,1,0,1,0,0
3933,65,Other,Microsoft Surface,2020-10-05,Billing inquiry,Data loss,"I'm having an issue with the {product_purchased}. Please assist. If the product you're looking for is in trouble, please contact us so we can help! ------------------------- {product_purchased} - {product_ I've already contacted customer support multiple times, but the issue remains unresolved.","Data loss I'm having an issue with the {product_purchased}. Please assist. If the product you're looking for is in trouble, please contact us so we can help! ------------------------- {product_purchased} - {product_ I've already contacted customer support multiple times, but the issue remains unresolved.",Open,No resolution provided,High,Chat,Not available,Not available,-1.0,295,9,0,1,1,1,1,0,0
1514,39,Male,Canon EOS,2021-07-02,Cancellation request,Battery life,"My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this?

It's kind of difficult, but I found one in my inventory in This problem started occurring after the recent software update. I haven't made any other changes to the device.","Battery life My {product_purchased} is making strange noises and not functioning properly. I suspect there might be a hardware issue. Can you please help me with this?

It's kind of difficult, but I found one in my inventory in This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Third she anyone low.,Low,Email,2023-06-01 18:57:26,2023-06-01 04:44:26,3.0,327,12,21,0,0,0,0,0,0
8268,26,Male,Asus ROG,2021-11-21,Product inquiry,Account access,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?

For all products purchased using Google Play Services, you should have been notified over the This problem started occurring after the recent software update. I haven't made any other changes to the device.","Account access I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?

For all products purchased using Google Play Services, you should have been notified over the This problem started occurring after the recent software update. I haven't made any other changes to the device.",Open,No resolution provided,High,Phone,Not available,Not available,-1.0,346,14,0,1,1,1,1,0,0
3134,19,Male,Philips Hue Lights,2021-07-17,Cancellation request,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

There is an error: Cannot create ProductPurchased object by passing NULL as the value of <Product_purchased> or in any other way This problem started occurring after the recent software update. I haven't made any other changes to the device.","Network problem I'm having an issue with the {product_purchased}. Please assist.

There is an error: Cannot create ProductPurchased object by passing NULL as the value of <Product_purchased> or in any other way This problem started occurring after the recent software update. I haven't made any other changes to the device.",Pending Customer Response,No resolution provided,Critical,Phone,2023-06-01 16:04:50,Not available,-1.0,307,15,0,1,1,0,1,0,0
2454,52,Other,Apple AirPods,2021-10-24,Cancellation request,Hardware issue,"I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

If you I've tried troubleshooting steps mentioned in the user manual, but the issue persists.","Hardware issue I'm unable to access my {product_purchased} account. It keeps displaying an 'Invalid Credentials' error, even though I'm using the correct login information. How can I regain access to my account?

If you I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Sometimes set teacher PM yes foot cell work.,High,Chat,2023-06-01 05:34:17,2023-06-01 02:03:17,2.0,291,14,44,0,0,0,0,0,0
3621,26,Male,GoPro Hero,2020-05-22,Cancellation request,Refund request,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

A couple of tests and I am able to fix it I've checked for software updates, and my {product_purchased} is already running the latest version.","Refund request I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

A couple of tests and I am able to fix it I've checked for software updates, and my {product_purchased} is already running the latest version.",Pending Customer Response,No resolution provided,Medium,Social media,2023-06-01 13:16:55,Not available,-1.0,292,14,0,1,1,0,1,0,0
7756,69,Other,Canon DSLR Camera,2020-06-11,Cancellation request,Delivery problem,"I'm having an issue with the {product_purchased}. Please assist.

Product purchases are sold in person at www.giftstore.com and at the participating local restaurants and bars, and are intended for a limited number of I'm using the original charger that came with my {product_purchased}, but it's not charging properly.","Delivery problem I'm having an issue with the {product_purchased}. Please assist.

Product purchases are sold in person at www.giftstore.com and at the participating local restaurants and bars, and are intended for a limited number of I'm using the original charger that came with my {product_purchased}, but it's not charging properly.",Pending Customer Response,No resolution provided,Medium,Phone,2023-06-01 11:10:46,Not available,-1.0,319,16,0,1,1,0,1,0,0
1054,29,Female,Autodesk AutoCAD,2021-12-21,Technical issue,Installation support,"I'm having an issue with the {product_purchased}. Please assist.

I'm trying to contact a vendor so you know if there are problems.

It probably has a bad name, but you should try it. I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.","Installation support I'm having an issue with the {product_purchased}. Please assist.

I'm trying to contact a vendor so you know if there are problems.

It probably has a bad name, but you should try it. I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Pending Customer Response,No resolution provided,Medium,Social media,2023-05-31 22:21:47,Not available,-1.0,279,20,0,1,1,0,1,0,0
8351,63,Other,MacBook Pro,2020-08-19,Product inquiry,Product setup,I'm having an issue with the {product_purchased}. Please assist. I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.,Product setup I'm having an issue with the {product_purchased}. Please assist. I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.,Closed,Drug especially decade how impact break item.,Critical,Phone,2023-06-01 13:33:46,2023-06-01 18:01:46,5.0,170,13,45,0,0,0,0,0,0
7233,26,Male,Xbox,2021-05-23,Product inquiry,Account access,"I'm having an issue with the {product_purchased}. Please assist.

[6:12:54 PM][00:18:39]GAME: The Lazy Caffeine Experiment announced that they had added some sweeteners I've checked the device settings and made sure that everything is configured correctly.","Account access I'm having an issue with the {product_purchased}. Please assist.

[6:12:54 PM][00:18:39]GAME: The Lazy Caffeine Experiment announced that they had added some sweeteners I've checked the device settings and made sure that everything is configured correctly.",Open,No resolution provided,Medium,Email,Not available,Not available,-1.0,256,14,0,1,1,1,1,0,0
1453,35,Other,Dyson Vacuum Cleaner,2021-02-13,Cancellation request,Product setup,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

For Windows, this means using the command line utility Get-WmiObject I've already contacted customer support multiple times, but the issue remains unresolved.","Product setup I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue?

For Windows, this means using the command line utility Get-WmiObject I've already contacted customer support multiple times, but the issue remains unresolved.",Closed,Almost up every total.,Critical,Social media,2023-06-01 18:13:56,2023-06-01 14:30:56,4.0,295,13,22,0,0,0,0,0,0
2946,27,Female,Dyson Vacuum Cleaner,2021-12-17,Billing inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. It's fine. {product_purchased}. Will your order be returned to us within 6 business days? {product_purchased}. Thanks. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Peripheral compatibility I'm having an issue with the {product_purchased}. Please assist. It's fine. {product_purchased}. Will your order be returned to us within 6 business days? {product_purchased}. Thanks. The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,No resolution provided,High,Social media,Not available,Not available,-1.0,287,24,0,1,1,1,1,0,0
4481,20,Other,Microsoft Surface,2021-09-24,Technical issue,Hardware issue,"I'm having an issue with the {product_purchased}. Please assist. Thank you.""

[17:34:28]EMOTE: *no key*/(monkey (738)) : <b>The monkey (738)</ This problem started occurring after the recent software update. I haven't made any other changes to the device.","Hardware issue I'm having an issue with the {product_purchased}. Please assist. Thank you.""

[17:34:28]EMOTE: *no key*/(monkey (738)) : <b>The monkey (738)</ This problem started occurring after the recent software update. I haven't made any other changes to the device.",Closed,Bill piece agree point couple claim.,High,Chat,2023-06-01 17:37:38,2023-06-01 16:25:38,5.0,255,14,36,0,0,0,0,0,0
